,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31009000000
2012-01-02,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,1684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-07,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-08,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-09,1474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-10,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-11,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-12,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-13,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-16,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-17,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-18,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-19,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-20,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-23,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-24,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-25,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-26,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-27,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-28,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-29,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-30,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-31,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-02,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-03,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-04,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-05,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-06,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-07,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-08,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-09,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-10,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-13,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-14,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-15,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-16,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-17,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-18,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-19,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-20,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-21,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-22,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-23,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-24,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-26,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-27,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-28,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,1473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-02,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-03,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-04,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-05,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-06,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-07,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-11,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-12,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-13,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-14,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-21,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-23,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-24,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-28,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-29,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-30,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-31,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-02,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-04,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-05,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-06,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-09,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-10,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-11,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-12,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-13,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-16,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-17,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-18,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-19,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-20,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-23,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-24,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-25,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-26,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-27,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-29,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-30,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-04,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-06,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-07,2308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-08,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-09,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-10,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-11,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-14,1339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-15,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-16,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-17,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-18,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-20,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-21,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-22,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-23,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-24,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-25,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-27,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-28,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-29,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-30,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-31,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-03,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-04,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-05,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-06,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-07,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-08,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-09,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-11,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-12,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-13,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-14,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-15,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-18,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-19,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
