id;nazwa;zadania;wykluczenie
6499; Other financial service activities, except insurance and pension funding n.e.c.;"This class includes:  other financial service activities primarily concerned with distributing funds other than by granting loans: writing of swaps, options and other hedging arrangements;activities of viatical settlement companies;own account investment and trading activities, by e.g. venture capital companies, investment clubs;acting as a counterparty for clearing and settlement of transactions; This class also includes:  dealing in financial markets on own account;trade of receivables on own account;security and derivate dealers (operating on own account);activities of financial vehicle corporations other than securitisation;securitisation transactions of assets other than loans by issuing financial instruments;trade of swaps or options on own account;trade of commodity contracts on own account;issuing of crypto assets with a corresponding liability (not by a monetary authority);trading of crypto assets with a corresponding liability on own account;exchange of currency on own account";"This class excludes:  financial leasing, see 64.91;loan securitisation, see 64.92;security and commodity contracts dealing on behalf of others (brokerage), see 66.12;exchange of currency on a fee basis, e.g. bureaux de change, see 66.12;brokerage of crypto assets, see 66.12;mortgage brokerage, see 66.19;investment funds management, see 66.30;trade, leasing and rental of real estate property, see division 68;bill collection without debt buying up, see 82.91;issuing of crypto assets without a corresponding liability (not by a monetary authority), see 82.99;grant giving activities by membership organisations, see 94.99"
6512; Non-life insurance;"This class includes:  provision of insurance services other than life insurance: accident insurance;medical and health insurance;travel insurance;fire and natural forces damage to property insurance;other damage to property insurance;motor vehicles, railway rolling stock, ships, aircraft and other transport insurance;freight insurance;financial loss and liability insurance;credit insurance;legal expenses insurance;income protection insurance;workers' compensation insurance";This class excludes:  compulsory social security schemes, see 84.30
1101; Distilling, rectifying and blending of spirits;"This class includes:  manufacture of distilled, potable, alcoholic beverages: whisky, brandy, gin, liqueurs etc.;manufacture of drinks mixed with distilled alcoholic beverages;blending of distilled spirits;production of neutral spirits";"This class excludes:  manufacture of non-distilled alcoholic beverages, see 11.02-11.05;manufacture of synthetic ethyl alcohol, see 20.14;manufacture of ethyl alcohol from fermented materials, see 20.14;merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
2920;" Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";"This class includes:  manufacture of bodies, including cabs for motor vehicles, e.g.: fire engines, travelling libraries, armoured cars;concrete-mixer lorries;outfitting of all types of motor vehicles, trailers and semi-trailers;manufacture of trailers and semi-trailers, e.g.: tankers, trailers with closed and open bodies;caravans;reconditioning and customising of motor vehicles;manufacture of containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport;manufacture of chassis for trailers";"This class excludes:  manufacture of trailers and semi-trailers specially designed for use in agriculture, see 28.30;manufacture of parts and accessories of bodies for motor vehicles, see 29.32;manufacture of vehicles drawn by animals, see 30.99"
1104; Manufacture of other non-distilled fermented beverages;This class includes:  manufacture of aromatised wine of fresh grapes, flavoured with aromatic substances, e.g. vermouth;This class excludes:  merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)
1105; Manufacture of beer;"This class includes:  manufacture of malt liquors, e.g. beer, ale, porter, stout; This class also includes:  manufacture of low alcohol or non-alcoholic beer";
1091; Manufacture of prepared feeds for farm animals;"This class includes:  manufacture of prepared feeds for farm animals, including concentrated animal feed and feed supplements;preparation of unmixed (single) feeds for farm animals; This class also includes:  processing of waste products from the food industry into animal feeds";"This class excludes:  manufacture of meat products, see 10.13;manufacture of fishmeal for animal feed, see 10.20;manufacture of oilseed cake, see 10.41;activities resulting in by-products usable as animal feed without special treatment, e.g. oilseeds (see 10.41), grain milling residues (see 10.61) etc."
1092; Manufacture of prepared pet foods;"This class includes:  manufacture of prepared feeds for pets, including dogs, cats, birds, fish etc.; This class also includes:  processing of slaughter waste to produce animal feeds";"This class excludes:  manufacture of meat products, see 10.13;production of fishmeal for animal feed, see 10.20;production of oilseed cake, see 10.41;activities resulting in by-products usable as animal feed without special treatment, e.g. oilseeds (see 10.41), grain milling residues (see 10.61) etc."
6020; Television programming, broadcasting and video distribution activities;"This class includes the creation of a complete television channel programme, from purchased programme components (e.g. movies, documentaries), self-produced programme components (e.g. local news, live reports) or a combination thereof.This complete television programme can be either broadcast by the producing unit or produced for transmission by a third party operator of transmission facilities, e.g. cable companies, satellite television providers.The programming may be of a general or specialised nature (e.g. limited formats, e.g. news, sports, education, youth-oriented programming), may be made freely available to users or may be available only on a subscription basis.; This class also includes:- programming of video-on-demand channels;video streaming and downloads service activities, not associated with its publishing;broadcasting of live performances and events;video game streaming sites for viewing only";"This class excludes:  video game publishers, and streaming and download distribution services activities of video game publishers, see 58.21- production of television programme elements (movies, documentaries, talk shows, commercials etc.), see 59.11;assembly of a package of channels and transmission of that package, by cable or satellite transmission network operators to viewer, see 61.10;provision of technical infrastructure services related to audio streaming services without having acquired the rights to the video content, see 63.10;rental of recorded videos on physical media to the general public, see 77.22"
6039; Other content distribution activities;"This class includes:- distribution services of content sharing sites, e.g. wiki sites, social network sites, which publish content produced and edited by users and are not under editorial responsibility and control;operation of online gaming/video game sites, independent of publishing of the games- provision of e-books as streaming or downloading service not associated with publishing;online provision of software, not associated with publishing;publishing in blogs";"This class excludes:  retail sale intermediation activities, see 47.9- passenger transportation intermediation activities, see 52.32- intermediation services for accommodation, see 55.40;publishing of e-books, see 58.11;publishing of video games and other software, see 58.2- audiovisual production activities, see 59.11;activities of music platforms, see 60.10;activities of video game streaming sites for viewing only, see 60.20- news agency activities, see 60.31;provision of audio or video data hosting for streaming or download services (i.e. particularly data storing and sending) without having acquired the rights to the audio or video content, see 63.10;provision of computing infrastructure and hosting services, see 63.10- activities of web search portals, see 63.91- activities of journalists and other writers, whose content is published by a third party, see 90.11;activities of actors and other individual, see 90.20- activities of libraries and archives, see 91.1- activities of gambling sites, see 92.00"
4100; Construction of residential and non-residential buildings;"This class includes the construction of complete residential or non-residential buildings, as well as additions and alterations. Outsourcing parts or the whole construction process is possible. If only specialised parts of the construction process are carried out, the activity is classified in division 43.This class includes:  construction of all types of buildings: residential buildings;buildings for industrial production, e.g. factories, workshops;hospital, school and office buildings;hotel, store, shopping mall and restaurant buildings;airport buildings;indoor sports facilities;parking garages, including underground parking garages;warehouse buildings;religious buildings;erection of prefabricated buildings requiring on-site assembly; This class also includes:  complete remodelling or renovating of existing residential or non-residential buildings involving several specialised construction activities;construction of air-supported buildings, e.g. air domes";"This class excludes:  construction of industrial facilities, except buildings, see 42.99- development of building projects, see 68.12;architectural and engineering activities, see 71.1;project management for construction, see 71.1"
4211; Construction of roads and motorways;"This class includes:  construction of motorways, streets, roads, other vehicular and pedestrian ways;surface work, e.g. paving of roads, motorways or bridges with asphalt, concrete, stone;construction of airfield runways;construction of rough, unpaved mountain bike pathways or trails";"This class excludes:  installation of street lighting and electrical signals, see 43.21;road painting and other marking, see 43.50;installation of crash barriers, traffic signs etc., see 43.50;project management for construction, see 71.1;engineering activities, see 71.12"
6619; Other activities auxiliary to financial services, except insurance and pension funding;"This class includes activities auxiliary financial service activities not elsewhere classified, e.g.:  financial transaction processing and settlement activities, including digital (or internet-based) payment provision and settlement activities for credit card transactions;investment advisory services, including robo-advisory services;activities of mortgage and loan advisors and brokerage;activities of digital currency wallet providers;activities of financial advisors in relation to mergers and acquisition services;validation and mining for crypto assets deemed financial assets;securities custody;tokenisation of digital assets, including security token offerings, initial coin offerings; This class also includes:  activities of tax refund offices;consumer credit intermediation;activities of payment providers, e.g. electronic funds transfer services, including peer-to-peer payment services;analysing financial markets as an advisory service";"This class excludes:  publishing of financial markets analysis, see 58.19;information search services regarding financial markets, see 63.92;crypto assets exchange, see 66.11;brokerage activities, see 66.12;activities of insurance agents and brokers, see 66.22;management of funds, see 66.30;activities of debt collection agencies and non-performing loans servicers, see 82.91;brokerage of crypto assets without liabilities, see 82.99"
6220; Computer consultancy and computer facilities management activities;"This class includes:  computer hardware, software, and systems consultancy activities, including cybersecurity consultancy activities;planning and designing of computer systems, which integrate computer hardware, software and communication technologies- provision of on-site management and operation of clients' computer systems and/or data processing facilities, as well as related support services;installation of the system and provision of training and support to users of the system- activities of auditing and certification of computing and data processing infrastructures and services; This class also includes:  cybersecurity network and system monitoring, testing and analysis;provision of advice on software requirements and procurement of the hardware and software components of a computer system";"This class excludes:  installation of mainframe and similar computers, see 33.20;sale of computer hardware or software on physical media, see 46.50, 47.40;software publishing, see 58.2;installation (setting-up) of personal computers, see 62.90;software installation, see 62.90;computer disaster recovery services, see 62.90;general cybersecurity training, see 85.59"
2790; Manufacture of other electrical equipment;"This class includes the manufacture of miscellaneous electrical equipment other than motors, generators and transformers, batteries and accumulators, wires and wiring devices, lighting equipment or domestic appliances.This class includes:  manufacture of battery chargers, solid-state;manufacture of door opening and closing devices, electrical;manufacture of electric bells;manufacture of extension cords made from purchased insulated wire;manufacture of ultrasonic cleaning machines (except laboratory and dental);manufacture of tanning beds;manufacture of fuel cells, regulated and unregulated power supplies;manufacture of uninterruptible power supplies (UPS);manufacture of surge suppressors (except for distribution level voltage);manufacture of appliance cords, extension cords, and other electrical cord sets with insulated wire and connectors;manufacture of carbon and graphite electrodes, contacts, and other electrical carbon and graphite products- manufacture of particle accelerators;manufacture of electrical capacitors, resistors, condensers and similar components;manufacture of electromagnets;manufacture of sirens;manufacture of electronic scoreboards;manufacture of electrical signs;manufacture of electrical signalling equipment, e.g. traffic lights, pedestrian signalling equipment;manufacture of electrical insulators (except glass or porcelain);manufacture of electrical welding and soldering equipment, including hand-held soldering irons;manufacture of electroplating machinery;manufacture of on-board chargers for motor vehicles;manufacture of assembled cables, fitted with connectors;manufacture of charging stations for cars";"This class excludes:  manufacture of glass electrical insulators, see 23.15;manufacture of porcelain electrical insulators, see 23.43;manufacture of carbon and graphite fibres and products (except electrodes and electrical applications), see 23.99;manufacture of electronic component-type rectifiers, voltage regulating integrated circuits, power converting integrated circuits, electronic capacitors, electronic resistors, and similar devices, see 26.11;manufacture of photovoltaic cells, modules and panels, see 26.11;manufacture of transformers, motors, generators, switchgear, relays and industrial controls, see 27.1;manufacture of batteries, see 27.20;manufacture of communication and energy wire, current-carrying and noncurrent-carrying wiring devices, see 27.3;manufacture of lighting equipment, see 27.40;manufacture of household-type appliances, see 27.5;manufacture of non-electrical welding and soldering equipment, see 28.29;manufacture of motor vehicle electrical equipment, e.g. generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, voltage regulators, see 29.31;manufacture of inverter modules and fuel cells for cars, see 29.31"
4331; Plastering;"This class includes:  application in buildings or other construction projects of interior and exterior plaster or stucco, including related lathing materials;dry walling of walls and plastering of ceilings";
4332; Joinery installation;"This class includes:  installation of doors (except automated and revolving), windows, door and window frames, of wood or other materials;installation of fitted kitchens, built-in cupboards, staircases, shop fittings etc.;interior completion, e.g. of ceilings and movable partitions;installation works for conservatories, verandas and balconies, of wood or other materials;assembly of stands and stalls, e.g. at markets, exhibitions, fairs";This class excludes:  installation of automated and revolving doors, see 43.24- rental and leasing of stands and stalls, e.g. for exhibitions or fairs, see 77.39
2740; Manufacture of lighting equipment;"This class includes the manufacture of electric light bulbs and tubes and parts and components thereof (except glass blanks for electric light bulbs), electric lighting and other fixtures and lighting fixture components (except current-carrying wiring devices).This class includes:  manufacture of lamps, fixtures and bulbs, e.g. discharge, incandescent, fluorescent, ultra-violet, infra-red, LED- manufacture of ceiling or wall lighting fixtures, e.g. chandeliers;manufacture of table or floor-standing lamps (i.e. lighting fixture);manufacture of light chains;manufacture of electric fireplace logs- manufacture of flashlights;manufacture of electric insect lamps;manufacture of lanterns (e.g. carbide, electric, gas, gasoline, kerosene);manufacture of spotlights;manufacture of street lighting fixtures (except traffic signals);manufacture of lighting equipment for transportation equipment (e.g. for motor vehicles, aircraft, boats);manufacture of solar lighting equipment";"This class excludes:  manufacture of glassware and glass parts for lighting fixtures, see 23.15;manufacture of light emitting diode, see 26.1;manufacture of current-carrying and non-current-carrying wiring devices for lighting fixtures, see 27.33;manufacture of ceiling fans or bath fans with integrated lighting fixtures, see 27.51;manufacture of electrical signalling equipment, e.g. traffic lights and pedestrian signallingequipment, see 27.90;manufacture of electrical signs, see 27.90"
4212; Construction of railways and underground railways;"This class includes:  construction of railways, underground railways and subways;construction of electricity overhead lines and conductor rails for railways";"This class excludes:  installation of lighting and electrical signals, see 43.21;project management for construction, see 71.1;engineering activities, see 71.12"
4291; Construction of water projects;"This class includes:  construction and reconstruction of, e.g.: waterways, harbour basins, rivers, marinas;hydromechanical structures, e.g. locks, lifts, sluices, slipways;dams and dykes;dredging of waterways, e.g. harbour basins, rivers";"This class excludes:- construction of underwater pipelines, see 42.21- laying of underwater cables, see 42.22;project management activities related to civil engineering works, see 71.12"
2752; Manufacture of non-electric domestic appliances;This class includes:  manufacture of domestic non-electric cooking and heating equipment: non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers, barbecue;This class excludes:  manufacture of solar water heaters, see 28.21
4299; Construction of other civil engineering projects n.e.c.;"This class includes:  construction of industrial facilities, except buildings, e.g.: mining facilities, e.g. shafts, towers, tunnels;refineries;chemical plants;grain storage systems;construction of other facilities, except buildings, e.g.: outdoor sports facilities;construction of playgrounds;construction of non-prefabricated swimming pools";"This class excludes:  installation of industrial machinery and equipment, see 33.20;construction of buildings used for indoor sports, see 41.00;subdividing and improving of self-owned land for later sale, see 68.12- project management activities related to civil engineering works, see 71.12"
6392; Other information service activities;"This class includes:  other information service activities not elsewhere classified, e.g.: information search services on a contract or fee basis (e.g. by webscraping);news clipping services, press clipping services;compiling of information or directories on a fee or contract basis";"This class excludes:  intermediation service activities for specialised construction services, see 43.60;intermediation service activities for retail sale, see 47.9- intermediation service activities for transportation, see 52.3;intermediation service activities for postal and courier activities, see 53.3- intermediation services activities for accommodation, see 55.40;intermediation service activities for food and beverage services activities, see 56.4;publishing activities, see division 58- broadcasting activities, see division 60- news syndicate and news agency activities, see 60.31;intermediation service activities for telecommunication, see 61.20;intermediation service activities for real estate activities, see 68.31;intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets, see 77.5;activities of call centres, see 82.20;intermediation service activities for business support service activities n.e.c., see 82.4;intermediation service activities for courses and tutors, see 85.61;intermediation service activities for medical, dental and other human health services, see 86.97;intermediation service activities for residential care activities, see 87.91;intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles, see 95.4;intermediation service activities for personal services, see 96.4"
3823; Other waste recovery;"This class includes:  preparation of sewage sludge for land treatment resulting in benefit to agriculture or ecological improvement;preparation of non-hazardous waste for reclamation in excavated areas or for engineering purposes in landscaping";"This class excludes:  production of biogas from sewage sludge, see 35.21;backfilling without related preparation activities, e.g. preparation of non-hazardous waste for engineering purposes in landscaping, see division 42"
2830; Manufacture of agricultural and forestry machinery;"This class includes:  manufacture of agricultural and forestry tractors;manufacture of single-axe (pedestrian-controlled) tractors;manufacture of mowers, including lawnmowers;manufacture of self-loading or self-unloading trailers or semi-trailers for agricultural purposes;manufacture of agricultural machinery for soil preparation or cultivation, e.g.: ploughs, harrows, manure spreaders, seeders, fertiliser distributors, etc.;manufacture of harvesting or threshing machinery, e.g.: harvesters, threshers, sorters etc.;manufacture of milking machines;manufacture of agricultural or horticultural spraying appliances;manufacture of diverse agricultural machinery, e.g.: poultry-keeping machinery, bee-keeping machinery, equipment for preparing fodder etc.;machines for cleaning, sorting or grading eggs, fruit etc.;manufacture of machinery for vertical farming";"This class excludes:  manufacture of non-power-driven hand tools of a kind used in agriculture, horticulture or forestry, see 25.63;manufacture of conveyors for farm use, see 28.22;manufacture of power-driven hand tools, see 28.24;manufacture of earth-moving machinery, see 28.92;manufacture of cream separators, see 28.93;manufacture of machinery to clean, sort or grade seed, grain or dried leguminous vegetables, see 28.93;manufacture of road tractors for semi-trailers, see 29.10;manufacture of trailers or semi-trailers for other than agricultural purposes, see 29.20"
3831; Incineration without energy recovery;This class includes the disposal and treatment prior to disposal of waste by combustion or thermal treatment without energy recovery.;This class excludes:  thermal treatment with the resulting production of energy, see 38.22
3832; Landfilling or permanent storage;"This class includes the disposal and treatment prior to disposal of non-hazardous or hazardous waste, whether the waste is solid or not, onto or into land (i.e. underground), or in permanent waste storage facilities or sites.This class includes:  operation of landfills for the disposal of waste;treatment of organic waste for landfilling or permanent storage;disposal of by-products of animal origin in landfills; This class also includes:  permanent underground storage of waste in a deep geological cavity, e.g. a salt or potassium mine;storage of captured carbon dioxide";"This class excludes:  operation of facilities where waste is unloaded for further transport, see 38.1;operation of facilities where recoverable materials are sorted, see 38.21;decontamination, cleaning up land, water and toxic material abatement, see 39.00"
6290; Other information technology and computer service activities;"This class includes other information technology and computer related activities not elsewhere classified, e.g.:  computer disaster recovery services;installation (setting-up) of personal computers;third party software installation services";"This class excludes:  installation of mainframe and similar computers, see 33.20;computer programming, see 62.10;computer consultancy, see 62.20;computer facilities management, see 62.20;provision of computing infrastructure, data processing and hosting, see 63.10"
2812; Manufacture of fluid power equipment;"This class includes:  manufacture of hydraulic and pneumatic power engines and motors, cylinders and valves- manufacture of air preparation equipment for use in pneumatic systems;manufacture of hydraulic fluid power systems;manufacture of hydraulic transmission equipment";"This class excludes:  manufacture of hydraulic or pneumatic tubes, pipes and hoses of rubber, see 22.12;manufacture of hydraulic or pneumatic tubes, pipes and hoses of plastic, see 22.21;manufacture of compressors, see 28.13;manufacture of pumps other than hydraulic fluid power pumps, see 28.13;manufacture of valves for non-fluid power applications, see 28.14;manufacture of mechanical, i.e. hydrostatic and hydrodynamic, transmission equipment, see 28.15"
6310; Computing infrastructure, data processing, hosting and related activities;"This class includes:  provision of computing infrastructure, including cloud infrastructure and platform provision (IaaS, PaaS);cloud computing (except software publishing and computer systems design), whether or not in combination with infrastructure provision- provision of technical infrastructure related to streaming services, data processing services and related activities: complete processing of data supplied by clients;generation of specialised reports from data supplied by clients;blockchain/distributed ledger technology (DLT) data processing activities;specialised hosting activities, e.g.: web hosting;application hosting;general time-share provision of mainframe facilities to clients;digitalisation of files (for further processing of data);provision of data entry services;data centre collocation activities (i.e., rental of server and networking space in data centres, including routine monitoring of servers);digital data storage";"This class excludes:  software publishing, see 58.2;provision of applications by downloads or by streaming, see 58.2;postproduction services to convert video content into streaming formats, see 59.12;postproduction services to convert audio content into streaming formats, see 59.20;audio streaming and download distribution activities not associated with publishing, see 60.10;video streaming distribution services not associated with publishing, see 60.20;computer systems design, see 62.20;electronic storage of archival material for access by the general public, see 91.12;repair and maintenance of computers and communication equipment, see 95.10;activities where the service provider uses the computers only as a tool are classified according to the nature of the services rendered"
3821; Materials recovery;"This class includes the processing of metal and non-metal waste, including scrap and other articles into secondary raw materials.Also included is the recovery of materials from waste streams in the form of (1) separating and sorting recoverable materials from non-hazardous waste streams or (2) the separating and sorting of commingled recoverable materials, e.g. paper, plastics, used beverage cans and metals, into distinct categories.Examples of the mechanical or chemical transformation processes that are undertaken are:  mechanical crushing and shredding of metal waste, e.g. from used cars, washing machines or bikes;mechanical reduction of large iron pieces, e.g. railway wagons;recovery of iron from clinker;reclaiming metals out of photographic waste, e.g. fixer solution or photographic films and paper;dismantling of wrecks of any type (automobiles, ships, computers, televisions and other equipment) for materials recovery;producing of rubber powder from rubber waste and scrap, including decontamination, division (elimination) of fractions and devulcanising;sorting and mechanical processing (e.g. cleaning, grinding) of plastics to produce secondary raw material;processing (aging, cleaning, sorting) of incineration bottom ash into secondary raw materials (metals, aggregates);crushing, cleaning and sorting of glass;crushing, cleaning and sorting of other waste, e.g. demolition waste to obtain secondary raw material;processing of food, beverage and tobacco waste and residual substances into secondary raw materials;recovery of waste oil, processing of used cooking oils and fats into secondary raw materials;extraction of silver from waste chemicals, other than by electrolytic refining;recovery of phosphorus from the incineration of sewage sludge;recovery of textile and clothing products by mechanical, thermal or chemical processes;production of waste compost;production of biogas from waste, not for the purpose of gas or energy supply";"This class excludes:  manufacture of new final products from secondary raw materials (whether or not self-manufactured), e.g. spinning yarn from garnetted stock, making pulp from paper waste, retreading tyres or production of metal from metal scrap, see corresponding classes in section C;reprocessing of nuclear fuels, see 20.13;remelting of plastics to produce granulates or compounds, see 20.16;remelting ferrous waste and scrap, see 24.10;production of biogas from waste for gas supply, see 35.21;energy recovery during waste thermal treatment, see 38.22;disposal of waste without recovery and treatment prior to disposal, see 38.3;wholesale of recoverable materials, see 46.87"
3822; Energy recovery;"This class includes pre-treatment of waste for energy recovery, conversion of waste materials into e.g. usable heat or electricity, through a variety of processes, which include thermal treatment.; This class also includes the activities of waste-to-energy plants.";This class excludes:  landfill gas recovery for gas supply, see 35.21
8110; Combined facilities support activities;This class includes the provision of a combination of support services within clients’ facilities. These services include general interior cleaning, maintenance, trash disposal, doormen and surveillance services, mail routing, reception, laundry and related services to support operations within facilities. These support activities are performed by operating staff, which is not involved with or responsible for the core business or activities of the client.;"This class excludes:  provision of on site management and operation of a client's computer systems and/or data processing facilities, see 62.20;management of real estate, e.g. property management of real estate or dwellings in joint ownership (mostly done on a fee or contract basis), see 68.32;guard and security service activities, see 80.01;operation of correctional facilities on a contract or fee basis, see 84.23;provision of only one of the support services (e.g. general interior cleaning services) or addressing only a single function (e.g. heating), see the appropriate class according to the service provided;provision of management and operating staff for the complete operation of a client's establishment, e.g. a hotel, restaurant, mine, hospital, see the class of the unit operated"
8009; Security activities n.e.c.;"This class includes the provision of one or more of the following services: security system services as part of security service centres or alarm receiving centres (ARC); remote monitoring and video surveillance systems services, and, only if provided in connection with later monitoring and remote monitoring services, installation, repair and maintenance of electronic security systems.; This class also includes:  security consultants activities- activities in an emergency call and service centre or alarm receiving centre (ARC)- monitoring and remote monitoring of electronic security systems, e.g. burglar alarms, video surveillance systems, fire alarms- monitoring and remote monitoring of mechanical or electronic locking devices, safes and vaults- installation and maintenance of electronic security systems, e.g. burglar or theft alarms, video surveillance systems, fire alarms, if provided in connection with later monitoring and remote monitoring services- installation, repair, modification and adaptation of mechanical or electronic locking devices, electronic security systems, safes and vaults, if provided in connection with later monitoring and remote monitoring services";"This class excludes:  installation of security systems, e.g. burglar, surveillance systems, fire alarms, without later monitoring and remote monitoring services, see 43.21;retail sale of electrical security alarm systems, mechanical or electronic locking devices, safes and security vaults, without later monitoring, installation or maintenance services, see 47.54;cyber security consulting activities, see 62.20;public order and safety activities, e.g. policing, see 84.24;providing key duplication services, see 95.29"
8240; Intermediation service activities for business support service activities n.e.c.;"This class includes the intermediation services activities for business support activities n.e.c., by bringing clients and service providers together for a fee or commission.These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the client or the provider of the business support service. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.; This class also includes:  reservation services for entertainment and sports tickets";"This class excludes:  activities of brokers and agents for electric power and natural gas, see 35.4;intermediation service activities for specialised construction services, see 43.6;intermediation service activities for retail sale, see 47.9;intermediation service activities for transportation, see 52.3;intermediation service activities for postal and courier activities, see 53.3;intermediation service activities for accommodation, see 55.4;intermediation service activities for food and beverage services activities, see 56.4;intermediation service activities for video game software publishing, see 58.21;intermediation service activities for software publishing and software downloads, see 58.29;intermediation service activities for telecommunication activities, see 61.2;financial and insurance intermediation service activities, see section L (e.g. class 66.22 for activities of insurance agents and brokers);intermediation service activities for real estate activities, see 68.31;travel agency activities, see 79.11;patent brokering (marketing) service activities, see 74.91;intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets, see 77.5;intermediation service activities for courses and tutors, see 85.61;appointment reservations for medical visits, see 86.97;intermediation service activities for medical, dental and other health services, see 86.97;intermediation service activities for residential care activities, see 87.91;intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles, see 95.4;intermediation service activities for personal services, see 96.4"
4632; Wholesale of meat, meat products, fish and fish products;"This class includes:  wholesale of meat and meat products;wholesale of poultry and game;wholesale of fish and fish products;wholesale of seafood; This class also includes:  wholesale of tripe, delicatessen (charcuterie), salted meat;wholesale of snails;wholesale of algae and seaweed";"This class excludes:  wholesale of food for feedstock animals, see 46.21;wholesale of ready-made meals, see 46.38;wholesale of food for pet animals, see 46.38"
4633; Wholesale of dairy products, eggs and edible oils and fats;"This class includes:  wholesale of dairy products;wholesale of eggs and egg products;wholesale of edible oils and fats of animal or vegetable origin; This class also includes:  wholesale of powdered milk;wholesale of ice creams and sorbets";
4634; Wholesale of beverages;"This class includes:  wholesale of alcoholic beverages;wholesale of non-alcoholic beverages;wholesale of fruit and vegetable juices; This class also includes:  buying of wine in bulk and bottling without transformation";This class excludes:  blending of wine, distilled spirits and other beverages (in order to make a new product), see 11.01, 11.02, 11.07
4637; Wholesale of coffee, tea, cocoa and spices; Wholesale of coffee, tea, cocoa and spices;"This class excludes:  processing of tea and coffee, see 10.83;wholesale of prepared beverages in cans or bottles, see 46.34"
4616; Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods;"This group includes intermediation service activities, i.e. of facilitation of transactions between sellers and buyers for the ordering of goods for a fee or commission without taking ownership of the goods intermediated, including:  activities of commission agents, commodity brokers and other wholesalers trading on the account of others without owning the intermediated goods at any time;activities of bringing sellers and buyers together;activities of undertaking commercial transactions on the account of a principal, including on the internet; This group also includes:  activities of central purchasing units, if they are only intermediaries and do not own the goods;activities of wholesale auctioneering houses of third-party goods, including internet wholesale auctions";"This class excludes:  wholesale on own account, see 46.2-46.9;activities of commission agents who assume ownership of the goods, even if they are acting in the name of a third party, see 46.2-46.9; This group excludes:  wholesale on own account, see 46.2-46.9;activities of commission agents who assume ownership of the goods, even if they are acting in the name of a third party, see 46.2-46.9;activities of opaque intermediaries (intermediaries that are acting in the name of a third party), see 46.2-46.9;intermediation service activities for retail sale, see 47.9;intermediation service activities for real estate activities, see 68.31;websites providing searches for goods that link the customers to sellers, see the correspondent classes for intermediation service activities;activities of advertising, market research and public relations, see division 73"
4619; Activities of agents involved in non-specialised wholesale;"This group includes intermediation service activities, i.e. of facilitation of transactions between sellers and buyers for the ordering of goods for a fee or commission without taking ownership of the goods intermediated, including:  activities of commission agents, commodity brokers and other wholesalers trading on the account of others without owning the intermediated goods at any time;activities of bringing sellers and buyers together;activities of undertaking commercial transactions on the account of a principal, including on the internet; This group also includes:  activities of central purchasing units, if they are only intermediaries and do not own the goods;activities of wholesale auctioneering houses of third-party goods, including internet wholesale auctions";"This class excludes:  wholesale on own account, see 46.2-46.9;activities of commission agents who assume ownership of the goods, even if they are acting in the name of a third party, see 46.2-46.9;activities of real estate agents, see 68.31;activities of agents involved in the sale of services for goods (transport, insurance, advertisement), see class according to that particular service; This group excludes:  wholesale on own account, see 46.2-46.9;activities of commission agents who assume ownership of the goods, even if they are acting in the name of a third party, see 46.2-46.9;activities of opaque intermediaries (intermediaries that are acting in the name of a third party), see 46.2-46.9;intermediation service activities for retail sale, see 47.9;intermediation service activities for real estate activities, see 68.31;websites providing searches for goods that link the customers to sellers, see the correspondent classes for intermediation service activities;activities of advertising, market research and public relations, see division 73"
4623; Wholesale of live animals;This class includes:  wholesale of pets;
4624; Wholesale of hides, skins and leather;This class includes:  wholesale of leather, raw and processed hides and fur skins;This class excludes:  fur auctions, see 46.11
4662; Wholesale of machine tools;"This class includes:  wholesale of machine tools of any type and for any material; This class also includes:  wholesale of computer-controlled machine tools";
4671; Wholesale of motor vehicles;"This class includes:  wholesale of new and used motor vehicles, including electrical vehicles: passenger motor vehicles, including specialised passenger motor vehicles, e.g. ambulances, minibuses;lorries, trailers and semi-trailers;camping vehicles, e.g. caravans, motorhomes; This class also includes:  wholesale of off-road motor vehicles";"This class excludes:  activities of agents involved in the wholesale of cars and light motor vehicles, see 46.18;wholesale of e-bikes and their related parts and accessories, see 46.49;wholesale of motorised transport equipment e.g. ships, yachts, planes, trains, see 46.64;wholesale of parts and accessories for motor vehicles, see 46.72;on-demand passenger transport service activities by vehicle with driver, see 49.33;rental and leasing of cars and light motor vehicles without driver, see 77.11;maintenance and repair of motor vehicles, see division 95"
