,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31009000000
2012-04-15,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-16,4923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-17,4679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-18,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-19,4172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-20,3978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-21,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-22,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-23,5053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-24,5015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-25,5233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-26,5516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-27,6390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-28,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-29,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-30,9773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-04,5209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-05,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-06,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-07,9068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-08,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-09,4818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-10,4265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-11,3974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-12,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-14,4656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-15,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-16,3949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-17,3869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-18,3805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-19,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-20,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-21,4101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-22,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-23,3839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-24,3921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-25,3683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-26,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-27,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-28,5215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-29,5558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-30,6269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-31,9726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
